idx_int,idx_str,url,pa_null,np_nan,np_inf,np_negative_inf,np_int16,one_value_string,one_value_int,one_value_float,one_value_bool,int8,int16,int32,int64,uint8,uint16,uint32,uint64,halffloat,float,double,bool,bool_with_nulls,int_with_nulls,string,string_with_nulls,datetime,datetime_with_nulls,list_of_integers,list_of_strings,blob,dict,dict_with_nulls,struct,struct_with_nulls,s3_url,s3_alternative_url
150,s150,https://placehold.co/450x250.png,,,inf,-inf,150,single value,1,1.23456789,True,34,959,-530,98,53,751,714,345,0.9155,0.5561817,0.7760002070354295,False,,2.0,,emoji 🤣,2023-02-10,2023-10-22,[14 95],['EJq' 'zCN2fF' 'r6w6uaVTT'],b'{9\xf6X',"[('4Yx', 44)]","[('wPE', 41)]","{'x': 51, 'y': 'G2W'}","{'x': 9, 'y': 'HPZ'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
151,s151,https://placehold.co/451x249.png,,,inf,-inf,151,single value,1,1.23456789,True,-96,663,166,-588,117,970,391,301,0.7217,0.7566358,0.4053101830857434,True,False,3.0,"multiple
lines	string",,2023-11-03,2023-12-07,[45],,b'\x0b\xbd]e\xb03%',"[('XBc', 93)]","[('T3x', 98)]","{'x': 4, 'y': 'GBZ'}","{'x': 97, 'y': 'agg'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
152,s152,https://placehold.co/452x248.png,,,inf,-inf,152,single value,1,1.23456789,True,-6,-450,115,399,2,882,25,362,0.6104,0.25868833,0.6018553836620085,True,False,3.0,"multiple
lines	string",emoji 🤣,2023-12-04,2023-09-02,,,b'\xed\xd1G',"[('3lF', 3)]","[('rNi', 58)]","{'x': 17, 'y': 'c9G'}","{'x': 20, 'y': 'Bnr'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
153,s153,https://placehold.co/453x247.png,,,inf,-inf,153,single value,1,1.23456789,True,-124,-663,377,443,143,110,434,395,0.949,0.19313286,0.6325405332263061,False,True,,a with space,c having special characters: !@#$%^&*(),2023-11-10,2023-07-11,[61 81],['CPw' 'dHnAnq' 'ZuJJEvQdg'],b'FD',"[('6k7', 5)]","[('kYu', 46)]","{'x': 92, 'y': 'yTI'}","{'x': 80, 'y': 'lbf'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
154,s154,https://placehold.co/454x246.png,,,inf,-inf,154,single value,1,1.23456789,True,105,-129,-167,-272,214,760,172,217,0.3967,0.08409823,0.37284863718893446,False,,3.0,,c having special characters: !@#$%^&*(),2023-03-16,2023-11-14,[12 94],['WCh' '1Ba7mQ' 'iOj5qOpx4'],b'\xfab',"[('Hae', 17)]","[('NJ0', 10)]","{'x': 41, 'y': 'FNd'}","{'x': 62, 'y': '6OZ'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
155,s155,https://placehold.co/455x245.png,,,inf,-inf,155,single value,1,1.23456789,True,102,-360,823,300,184,662,299,140,0.954,0.32643357,0.5126152052058052,False,False,3.0,,,2023-10-06,2023-04-16,,,b'\xd7\n@\xf1\x89\xb3',"[('PV1', 95)]","[('eko', 67)]","{'x': 60, 'y': 'sys'}","{'x': 50, 'y': '6NR'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
156,s156,https://placehold.co/456x244.png,,,inf,-inf,156,single value,1,1.23456789,True,121,802,-274,20,202,182,644,615,0.135,0.5598443,0.413031174647697,True,,3.0,"multiple
lines	string",a with space,2023-06-25,2023-12-29,[7],['kys' 'RoORaD' 'ioQaRY9Ai'],b'SL\xa6\x87\x82',"[('AgH', 73)]","[('tsq', 25)]","{'x': 7, 'y': 'ZCA'}","{'x': 55, 'y': 'h1i'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
157,s157,https://placehold.co/457x243.png,,,inf,-inf,157,single value,1,1.23456789,True,-88,976,982,-240,11,847,325,957,0.4836,0.115843855,0.06913278618661944,True,False,1.0,emoji 🤣,"multiple
lines	string",2023-05-30,2023-11-06,[32 80 74],['exT' 'gt2iVU' 'i9iGaOBSM'],"b""'7\xbf\xf7GbK\x1d'""","[('R8W', 62)]","[('NqB', 11)]","{'x': 62, 'y': 'MdG'}","{'x': 31, 'y': 'O3J'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
158,s158,https://placehold.co/458x242.png,,,inf,-inf,158,single value,1,1.23456789,True,-101,-528,-147,-325,73,94,409,209,0.27,0.37669536,0.43716538881682654,False,False,2.0,a with space,emoji 🤣,2023-09-30,2023-08-21,[94 27 69],['jzQ' '1fgUKx' '7tirfILLW'],,"[('O6U', 10)]","[('1wK', 36)]","{'x': 8, 'y': 'iZC'}","{'x': 26, 'y': '73R'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
159,s159,https://placehold.co/459x241.png,,,inf,-inf,159,single value,1,1.23456789,True,6,969,-950,417,223,970,117,984,0.54,0.009072404,0.09739339255355217,False,False,1.0,"multiple
lines	string",c having special characters: !@#$%^&*(),2023-11-21,2023-09-22,[98 47 55 63],['Q0O' 'sGFUsd' '37EgEKG89'],b'\\\xb4>8]\x83\x85;',"[('jCu', 95)]",,"{'x': 10, 'y': 'ShW'}","{'x': 63, 'y': 'pC6'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
160,s160,https://placehold.co/460x240.png,,,inf,-inf,160,single value,1,1.23456789,True,72,-850,688,892,15,373,835,992,0.162,0.8186794,0.4050207990803215,False,True,2.0,c having special characters: !@#$%^&*(),a with space,2023-04-18,2023-12-10,[75 10],,,"[('fdX', 67)]","[('7zl', 12)]","{'x': 41, 'y': '6Ri'}","{'x': 57, 'y': 'N5r'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
161,s161,https://placehold.co/461x239.png,,,inf,-inf,161,single value,1,1.23456789,True,-57,438,721,-544,199,911,786,622,0.8413,0.12844872,0.5929183998317819,False,True,,c having special characters: !@#$%^&*(),,2023-05-19,2023-02-06,[18 86],['5i1' 'JwQV7V' 'beqcdWFMF'],b'\xa3',"[('IJo', 82)]","[('bTP', 53)]","{'x': 12, 'y': 'zBl'}","{'x': 35, 'y': 'A4V'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
162,s162,https://placehold.co/462x238.png,,,inf,-inf,162,single value,1,1.23456789,True,-117,321,-426,-81,101,519,723,615,0.846,0.28334296,0.5794148993435008,False,True,3.0,a with space,,2023-12-16,2023-11-01,,['zRf' 'HMrtFm' 'YHyNZQeRT'],b'd\xc8\xe35',"[('qyN', 85)]","[('6Re', 3)]","{'x': 73, 'y': 'KSm'}","{'x': 12, 'y': 'uke'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
163,s163,https://placehold.co/463x237.png,,,inf,-inf,163,single value,1,1.23456789,True,33,634,213,-809,203,899,224,827,0.955,0.018427718,0.6626212790083204,False,,2.0,emoji 🤣,c having special characters: !@#$%^&*(),2023-09-28,2023-02-10,[5 3],['0df' 'ACLtTT' 'hRRk7GWSk'],b'\xde\xac\x9c%',"[('AbP', 34)]","[('kgd', 48)]","{'x': 72, 'y': 'CpQ'}","{'x': 86, 'y': 'Wxu'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
164,s164,https://placehold.co/464x236.png,,,inf,-inf,164,single value,1,1.23456789,True,-96,-738,148,-262,151,359,531,682,0.1547,0.43224078,0.09526150795462629,True,,1.0,"multiple
lines	string",,2023-12-13,2023-01-17,[58],['hWq' '2VbYqd' 'SJeCwEJwp'],b'~IZ\xddWG',"[('HNM', 83)]","[('2Ib', 10)]","{'x': 1, 'y': '4XS'}","{'x': 62, 'y': 'd7q'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
165,s165,https://placehold.co/465x235.png,,,inf,-inf,165,single value,1,1.23456789,True,-81,787,-851,712,155,899,112,459,0.6235,0.8401215,0.6521232455304379,True,True,3.0,,emoji 🤣,2023-10-16,2023-12-10,[42],['gJS' 'oFc1pD' 'xj51I4TAt'],b'\x15\xbb<\x19\x81\xae\n',"[('UKR', 10)]","[('yVf', 86)]","{'x': 59, 'y': 'hhB'}","{'x': 74, 'y': 'BE5'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
166,s166,https://placehold.co/466x234.png,,,inf,-inf,166,single value,1,1.23456789,True,118,-857,-687,122,116,695,139,355,0.474,0.3921512,0.3121480566964471,True,,,a with space,"multiple
lines	string",2023-07-31,2023-10-04,[33  7],['zSq' 'exF3lX' '87eCr0uIa'],b'\xbf\xb8~z\xe5',"[('e5g', 2)]","[('qjO', 27)]","{'x': 39, 'y': 'wGx'}",,s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
167,s167,https://placehold.co/467x233.png,,,inf,-inf,167,single value,1,1.23456789,True,22,-655,-431,571,7,280,558,323,0.3445,0.17949732,0.3990459461371111,False,False,2.0,emoji 🤣,c having special characters: !@#$%^&*(),2023-09-29,2023-11-03,[93 95 99 93],['mIs' 'MCKEVm' '3Vpazov02'],b'b]\xbe\x9f\xab\xd7\xcd\x00',"[('Wsf', 75)]","[('2tp', 56)]","{'x': 84, 'y': 'XF6'}","{'x': 42, 'y': 'LlE'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
168,s168,https://placehold.co/468x232.png,,,inf,-inf,168,single value,1,1.23456789,True,-67,-377,365,-23,121,194,0,132,0.3516,0.7536988,0.8579862539227058,False,False,2.0,,c having special characters: !@#$%^&*(),2023-03-07,2023-02-28,[80 58 83],['6aO' '0TgGoE' 'd9Sf53GRx'],b'\x90\xcc\x0f\x15@L\x16',"[('VBy', 96)]","[('rMi', 53)]","{'x': 77, 'y': 'xxV'}",,s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
169,s169,https://placehold.co/469x231.png,,,inf,-inf,169,single value,1,1.23456789,True,87,16,-696,8,91,863,89,887,0.4128,0.788807,0.009030404129550251,False,False,2.0,c having special characters: !@#$%^&*(),emoji 🤣,2023-09-05,2023-07-02,[92 85],['8ff' 'iYeJA7' 'oqtXRTtqe'],b'\xb6u\x16\xb7i(\x96\x0e\xb4',"[('ODH', 72)]","[('ZbP', 96)]","{'x': 68, 'y': '4JO'}","{'x': 87, 'y': 'iVn'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
170,s170,https://placehold.co/470x230.png,,,inf,-inf,170,single value,1,1.23456789,True,-92,595,715,-905,163,194,653,804,0.705,0.17375347,0.5884126333406055,False,True,3.0,c having special characters: !@#$%^&*(),,2023-06-05,2023-02-10,[73],['mWK' 'jkCzH7' 'mtqhjQZRc'],b'\x15k\xd30\x8c\xff\x99\xb9X',"[('iyX', 82)]","[('1uD', 77)]","{'x': 88, 'y': 'j1l'}","{'x': 96, 'y': 'N4S'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
171,s171,https://placehold.co/471x229.png,,,inf,-inf,171,single value,1,1.23456789,True,-30,-120,-319,687,89,666,319,839,0.598,0.7708541,0.5987139801001076,False,,1.0,,a with space,2023-02-16,2023-02-08,[27 41 42 84],['Zuf' 'pwFPq9' 'bzCUpCXia'],b'\xcb\xd3\xe4',"[('H7i', 68)]",,"{'x': 19, 'y': 'SAt'}",,s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
172,s172,https://placehold.co/472x228.png,,,inf,-inf,172,single value,1,1.23456789,True,43,-999,-163,-338,135,92,549,126,0.4597,0.9472979,0.396659776343562,False,True,1.0,a with space,"multiple
lines	string",2023-07-20,2023-07-11,[65 54 71 47],['Z8i' 'ZxNNKq' 'Ybd3Bh4Zu'],b'\xa6R\x11\xd7\x0c\x9e\x03',"[('P4X', 86)]","[('8Hq', 66)]","{'x': 80, 'y': 'VBM'}","{'x': 1, 'y': 'geJ'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
173,s173,https://placehold.co/473x227.png,,,inf,-inf,173,single value,1,1.23456789,True,-25,-104,806,213,185,671,804,105,0.0759,0.16637759,0.23702785710833618,True,,2.0,c having special characters: !@#$%^&*(),c having special characters: !@#$%^&*(),2023-05-28,2023-09-24,,['cCk' 'JYybQk' 'nlr2cMpsz'],"b""'P\xbf\xf0\x93z\x18_\xd9""","[('Tx6', 27)]","[('B8R', 29)]","{'x': 24, 'y': 'him'}","{'x': 61, 'y': 'pB3'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
174,s174,https://placehold.co/474x226.png,,,inf,-inf,174,single value,1,1.23456789,True,85,327,77,759,59,945,893,603,0.07776,0.7709843,0.2346740382615511,True,False,,"multiple
lines	string","multiple
lines	string",2023-05-04,,[92],['Idr' 'im2GNX' 'X9WwHE4Fy'],b'L\xc3',"[('IIh', 24)]","[('kLN', 44)]","{'x': 91, 'y': 'MpC'}","{'x': 67, 'y': 'jN5'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
175,s175,https://placehold.co/475x225.png,,,inf,-inf,175,single value,1,1.23456789,True,90,-747,2,-964,177,60,138,798,0.00234,0.70857203,0.8837096696607526,False,True,,,c having special characters: !@#$%^&*(),2023-01-01,2023-11-29,[44],['ltn' '3Wd9GV' '98gOqY4d9'],b'\xd2D\x96\xd6\xbb\x19',"[('aKH', 57)]","[('NIG', 88)]","{'x': 69, 'y': '1Ha'}","{'x': 49, 'y': 'PqR'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
176,s176,https://placehold.co/476x224.png,,,inf,-inf,176,single value,1,1.23456789,True,-94,675,-557,803,27,633,510,377,0.968,0.4735739,0.4420243737828575,True,,1.0,,"multiple
lines	string",2023-09-04,2023-05-07,[53],['n0X' 'v00kKX' 'R4bR6IIl9'],b'/P\xba',"[('6sU', 40)]","[('Ntv', 46)]","{'x': 98, 'y': '2oK'}","{'x': 39, 'y': '4JF'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
177,s177,https://placehold.co/477x223.png,,,inf,-inf,177,single value,1,1.23456789,True,64,-548,-388,392,219,50,867,904,0.005253,0.05792046,0.33088936298917193,False,,,c having special characters: !@#$%^&*(),,2023-12-09,2023-02-15,[33  0 31],['2Et' 'EfonGa' '4miS40ubK'],b'&\xe7\xd2\xb2\xc3\xae8',"[('4vz', 98)]","[('HXB', 37)]","{'x': 83, 'y': 'Dze'}","{'x': 84, 'y': '6EB'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
178,s178,https://placehold.co/478x222.png,,,inf,-inf,178,single value,1,1.23456789,True,98,60,-8,718,100,402,844,50,0.1031,0.07469442,0.44877757383140304,True,False,1.0,a with space,c having special characters: !@#$%^&*(),2023-05-08,2023-02-14,[66 83 19],['4W0' '17x6yg' 'sij6X7Ok8'],b'\x8c\x87H2lk\xcf\xe3',"[('OFj', 97)]","[('wqs', 88)]","{'x': 82, 'y': 'LpH'}","{'x': 54, 'y': '0WW'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
179,s179,https://placehold.co/479x221.png,,,inf,-inf,179,single value,1,1.23456789,True,-28,183,-737,548,40,788,258,28,0.3147,0.85241467,0.6693904014593614,False,True,2.0,"multiple
lines	string","multiple
lines	string",2023-07-10,2023-01-01,[98 90 89],['R5W' 'nKktQh' 'T66y97cL5'],b'\x85\x15\x99\x82\xd2',"[('nZm', 74)]","[('aY0', 21)]","{'x': 59, 'y': 'MIZ'}","{'x': 73, 'y': 'Ha7'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
180,s180,https://placehold.co/480x220.png,,,inf,-inf,180,single value,1,1.23456789,True,46,14,76,-722,227,4,672,461,0.8076,0.99014837,0.1457565682447517,False,True,1.0,a with space,a with space,2023-03-08,2023-06-17,[44 92],['7nJ' '6iUo8k' '2fRN2Bqpe'],b'\x83\xec\xd5:\xfbW',"[('lX0', 20)]","[('vDa', 40)]","{'x': 61, 'y': 'djO'}","{'x': 17, 'y': 'YDJ'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
181,s181,https://placehold.co/481x219.png,,,inf,-inf,181,single value,1,1.23456789,True,77,-992,595,-784,191,465,901,295,0.962,0.6760523,0.4494338352137377,True,True,1.0,emoji 🤣,,2023-01-04,2023-04-18,[81 67 64],,b'L\xab\xd9\xbd\x9f\x06c\xa9\xba',"[('059', 6)]","[('56D', 56)]","{'x': 87, 'y': 'c0P'}","{'x': 83, 'y': '5wQ'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
182,s182,https://placehold.co/482x218.png,,,inf,-inf,182,single value,1,1.23456789,True,2,256,3,-134,154,603,689,296,0.79,0.44595832,0.5878843711103869,True,False,2.0,emoji 🤣,,2023-10-30,2023-01-19,[25 19],['pga' 'xT82Ex' 'HgD1OQke0'],b'w\xd8\xcd\xda\xdb\xe0',"[('CIs', 63)]","[('aAs', 49)]","{'x': 14, 'y': 'Zs5'}","{'x': 81, 'y': 'yN7'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
183,s183,https://placehold.co/483x217.png,,,inf,-inf,183,single value,1,1.23456789,True,-128,122,643,-128,245,681,9,725,0.6904,0.64757365,0.9485833548514337,False,True,,c having special characters: !@#$%^&*(),a with space,2023-10-21,2023-11-28,[58 74],['st7' 'ekxTH3' 'fKMDb6k3j'],b'\x9b]\xfd',"[('egS', 1)]","[('oax', 51)]","{'x': 54, 'y': 'dzl'}","{'x': 13, 'y': 'fH7'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
184,s184,https://placehold.co/484x216.png,,,inf,-inf,184,single value,1,1.23456789,True,-124,682,-996,821,190,828,260,778,0.5215,0.5943959,0.25252778207541926,False,False,1.0,c having special characters: !@#$%^&*(),"multiple
lines	string",2023-05-23,2023-03-13,[64],['gml' 'RSTqro' 'dJ0jwAsPL'],b'\xe1\xcaa\xd3\xcf\x82',"[('Euh', 41)]","[('zIy', 52)]","{'x': 13, 'y': 'PLQ'}","{'x': 94, 'y': 'eCV'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
185,s185,https://placehold.co/485x215.png,,,inf,-inf,185,single value,1,1.23456789,True,89,-185,126,296,144,533,918,406,0.08673,0.38361228,0.35925074791624556,True,False,1.0,c having special characters: !@#$%^&*(),emoji 🤣,2023-07-10,2023-04-19,[40 92],['mbk' 'sf0tyE' 'OfHl2wBqC'],b'\xc7\x1aM\xf8\xf6H',"[('OgM', 74)]","[('kTy', 3)]","{'x': 99, 'y': 'KWk'}",,s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
186,s186,https://placehold.co/486x214.png,,,inf,-inf,186,single value,1,1.23456789,True,118,-793,219,904,200,404,649,768,0.958,0.065626144,0.3793585899224238,True,False,2.0,emoji 🤣,a with space,2023-01-21,2023-09-25,[10 55 50 20],['oqd' 'UPfvH8' 'KI0YzH1D2'],b'\x05\xe8\x1f\xc9\xcdd\xe2_\x1f',"[('3tB', 17)]","[('xqA', 42)]","{'x': 82, 'y': 'CJ5'}","{'x': 46, 'y': 'Okc'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
187,s187,https://placehold.co/487x213.png,,,inf,-inf,187,single value,1,1.23456789,True,126,154,-227,-939,160,837,171,813,0.7583,0.82151294,0.6055381576448828,False,,,a with space,"multiple
lines	string",2023-08-15,2023-08-28,[18 59],['De3' 'SF3XQM' 'hUk98YhA9'],b'\xff6\xdc',"[('MsK', 58)]","[('oV4', 3)]","{'x': 15, 'y': 'fsw'}","{'x': 8, 'y': 'xlR'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
188,s188,https://placehold.co/488x212.png,,,inf,-inf,188,single value,1,1.23456789,True,13,-597,-124,-405,244,512,897,612,0.639,0.37183353,0.35673205304000166,True,True,1.0,a with space,a with space,2023-11-09,2023-10-28,[70 25 39],['A9M' 'Zp44ey' 'yurC2WMGA'],b':',"[('Jwt', 5)]","[('YQr', 93)]","{'x': 50, 'y': 'xeA'}","{'x': 26, 'y': '3Nw'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
189,s189,https://placehold.co/489x211.png,,,inf,-inf,189,single value,1,1.23456789,True,-26,-849,-9,903,211,644,12,404,0.7593,0.81878567,0.5335119252996956,False,True,2.0,c having special characters: !@#$%^&*(),a with space,2023-04-27,2023-03-31,[ 3 22],['zjK' 'V65Igr' 'HvzxELcri'],"b'\xbd\xde\xd4,3'","[('Aap', 46)]","[('UYz', 60)]","{'x': 91, 'y': 'Isi'}","{'x': 18, 'y': 'fNT'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
190,s190,https://placehold.co/490x210.png,,,inf,-inf,190,single value,1,1.23456789,True,-102,-947,-117,-272,204,232,167,345,0.724,0.25250876,0.7817903298450294,False,False,1.0,"multiple
lines	string",c having special characters: !@#$%^&*(),2023-10-29,2023-04-13,[92  7 40],['LRc' '3uoU53' 'bYsrERg1i'],b'\x1ei\xad@\xfdr\xdc7\xd4',"[('nTB', 41)]","[('0lr', 23)]","{'x': 82, 'y': 'RrG'}",,s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
191,s191,https://placehold.co/491x209.png,,,inf,-inf,191,single value,1,1.23456789,True,8,143,373,365,219,523,641,621,0.637,0.0010294799,0.7053855941122036,False,False,3.0,a with space,"multiple
lines	string",2023-05-22,2023-09-07,[45 27 90 67],['8BZ' 'qzOlnZ' 'TV1YFjtFi'],b'~Q\xc4\x96\x95-d',"[('0iT', 76)]","[('NMq', 49)]","{'x': 62, 'y': 'GRL'}","{'x': 25, 'y': 'ilS'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
192,s192,https://placehold.co/492x208.png,,,inf,-inf,192,single value,1,1.23456789,True,78,696,-954,-604,239,345,595,419,0.9805,0.15893829,0.44636864651258557,False,True,2.0,emoji 🤣,emoji 🤣,2023-02-08,2023-01-08,[36  0 66],,b'\xb0\x1f',"[('2Cw', 1)]","[('Mlb', 42)]","{'x': 6, 'y': 'gTM'}","{'x': 91, 'y': 'KEd'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
193,s193,https://placehold.co/493x207.png,,,inf,-inf,193,single value,1,1.23456789,True,-114,943,-134,-302,156,45,320,181,0.9033,0.46853942,0.8642161776741689,True,False,,,c having special characters: !@#$%^&*(),2023-12-21,2023-06-02,,['02b' 'lZZpC4' 'RqZFNhbxK'],b'\xb5',"[('sIk', 26)]","[('dHl', 77)]","{'x': 33, 'y': '9DQ'}","{'x': 95, 'y': 'HtH'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
194,s194,https://placehold.co/494x206.png,,,inf,-inf,194,single value,1,1.23456789,True,-39,-373,-178,42,140,545,318,982,0.6465,0.94430363,0.5581402495938629,True,True,,,a with space,2023-09-09,2023-12-13,[60 35 97],,b'\x8e',"[('L01', 71)]","[('gqS', 27)]","{'x': 5, 'y': '59r'}","{'x': 65, 'y': 'ZB9'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
195,s195,https://placehold.co/495x205.png,,,inf,-inf,195,single value,1,1.23456789,True,-87,-414,-65,-824,45,944,612,824,0.6934,0.10219362,0.5399058395022125,True,,,,,2023-11-29,2023-06-23,[ 3 66 33 56],['l1K' 'vk3UQr' 'xkJ71OQqz'],b'9\x0cs|G\x95\xb1<',"[('iHq', 45)]","[('Toj', 15)]","{'x': 86, 'y': 'LtG'}","{'x': 18, 'y': 'cdW'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
196,s196,https://placehold.co/496x204.png,,,inf,-inf,196,single value,1,1.23456789,True,-5,648,843,635,34,77,328,0,0.0516,0.8542098,0.03418776593915818,True,False,,"multiple
lines	string",a with space,2023-07-26,2023-12-09,[22],['bWV' 'a4OLap' 'Xs7NAxvpC'],b'\xad.\x9dJG!%',"[('2ee', 11)]","[('Evt', 58)]","{'x': 24, 'y': '9vi'}","{'x': 32, 'y': 'chY'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
197,s197,https://placehold.co/497x203.png,,,inf,-inf,197,single value,1,1.23456789,True,76,991,-345,-605,252,729,784,830,0.67,0.5270241,0.9866929803571616,True,True,1.0,c having special characters: !@#$%^&*(),a with space,2023-07-29,2023-06-07,[52 61 40],['PZy' 'gFP0xO' 'Lsgd9N1qS'],b'\xe4\xbc\xa5\x01\xf0e_',"[('bFb', 42)]","[('X9C', 36)]","{'x': 45, 'y': 'IGN'}","{'x': 55, 'y': 'PCQ'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
198,s198,https://placehold.co/498x202.png,,,inf,-inf,198,single value,1,1.23456789,True,50,443,-732,-556,133,812,776,949,0.04416,0.82592076,0.12297080852962672,True,False,1.0,emoji 🤣,"multiple
lines	string",2023-04-25,2023-08-03,,['3sj' 'V3XXLO' 'QSO9qzycR'],b'\x01l\xbd|\xf5*\xab',"[('KzK', 80)]",,"{'x': 25, 'y': 'ElL'}","{'x': 48, 'y': '2jJ'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
199,s199,https://placehold.co/499x201.png,,,inf,-inf,199,single value,1,1.23456789,True,-66,445,-631,256,81,922,970,566,0.5884,0.29837444,0.2311309124276466,True,True,,"multiple
lines	string","multiple
lines	string",2023-08-13,2023-06-26,[69 56],['JlT' 'nHW4PF' '002lghqYV'],b'\x1d',"[('4IH', 84)]","[('Xu0', 89)]","{'x': 97, 'y': 'R8a'}","{'x': 98, 'y': '5ci'}",s3://sense-table-demo/datasets/COCO2017/images/000000000001.jpg,s3alternative://bucket/path/to/file.jpg
